essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,rater2_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6,word_count,normalized_score,true_grade
13133,5,"The mood created by the author in this... memoir would be thankfulness and appreciation. I think @PERSON1, wrote this memoir for his parents. He wanted to portrey that even though most people would think that he had a tough life, he would completely disagree. He reailzes that his parents did what they did so @PERSON1 would have a better life. He appreciated the fact that his parents always made anyone feel like they were part of the family. They were loving, caring, heartwarming people. Like @PERSON1 said, ""I will never forget how my parents turned this simple house into a home.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,101,0.5,D
13134,5,"In the memoir, ""Narciso Rodriguez"", the mood is very grateful. All throughout the story, the other kept stating that he is extremely grateful to his parents for their selflessness and care. This mood shows most in paragraph @NUM1 because he continually thanks his parents for moving to the United States from Cuba to help him when he is born. He thanks them for leaving their friends, family and jobs to help him, even if the new jobs they get are not what they deserve.So, as you can see, the author is very grateful to his parents, making this the mood.",2,1,,2,,,,,,,,,,,,,,,,,,,,,,101,0.5,D
13135,5,The author said that he had never seen his real grandfather until they allowed too leav cuba that was in the @DATE1 then they had there whole family in new jersey where they wanted to live.,1,1,,1,,,,,,,,,,,,,,,,,,,,,,36,0.25,F
13136,5,"I think that the mood created by the speaker is gratitude. I think this @CAPS1 his parents ""unwittingly passed on to me their rich culinary skills and a love of cooking that is still with me today (and for which I am eternally grateful.)"" This shows that he appreciates his parents passing on their cooking skills. Another example when Narciso is thankful ""I will always be grateful to my parents for their love and sacrifice."" @CAPS1 they gave up their jobs of working in a laboratory and chemical engineering to make his life better. This shows that the speaker was creating a tone of gratefulness",2,2,,2,,,,,,,,,,,,,,,,,,,,,,105,0.5,D
13137,5,"In the memoir in ""@PERSON1 Rodriguez"" by @PERSON1, the overall mood of the storie is happy.The reason its happy is if you hear the tone how shes telling us. ""I was born into a simple house situated in a two-family, blonde brinck building in the *** section of Newark, New jersy. My young parents created our traditional Cuban home."" @CAPS1 sounds happy to be Cuban it what @CAPS1 is. thats what the mood of the memoir.Another reason it's happy is ""I learned the real defenition of family And for this I will never forget that house or its gracious neighborhood. @CAPS1 cares about his familey @CAPS1 now feel what his parents showed him thats why the overall mood is happy.In the memoir ""@PERSON1 Rodriguez"" by @PERSON1 the overall mood of the memoir is happy.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,138,0.5,D
13140,5,"In the memoir Narciso Rodriguez the mood is happy. Narciso is happy with his family and his cultre. He is glad that he is with his family. Narciso Rodriguez loves his talent, but he is just a little sad that he won't be able to meet his real grandparents. That is the only thing that he is sad about. Other than that he is as happy as can be.",1,1,,1,,,,,,,,,,,,,,,,,,,,,,70,0.25,F
13142,5,The mood in this story is sad because the person leaves cuba and someone in the family dies. But the person has big dreams and becomes a fashion designor,0,1,,1,,,,,,,,,,,,,,,,,,,,,,29,0.25,F
13148,5,"The mood of the memoir I believe to be grateful or enspioring. Narciso's parents are imigrants from Cuba who live in a rasict community and are working to be able to support there kids. They are great parents to Narciso and provide him with basic nacessidies. They feed him, and buy him clothes. Narciso is very kind and thankful for the trouble his mother and father go through and he is also very considerate to try to help them when they need it. The mood is grateful because that is how Narciso feels toworrds his parents.",2,1,,2,,,,,,,,,,,,,,,,,,,,,,97,0.5,D
13151,5,The mood created by the author in this memoir is greatfulness. The memoir showed how greatful Narciso's was to his parents. Their bravery and selflessness must have truley impacted his life then and probaly how he lives today. It also give the feeling of respect. In this memoir it shows how much he truley respected his parents and community. And last I think it gives the mood of admiration. The memoir really expressed how much he admired his parents and community. It showed how much he admired his parents bravery and he admired his overcoming of odds. He also admired how a community of different races could get over that and pull toghether to really make a community.Those are some of the moods that ar expressed in this memoir.,2,2,,2,,,,,,,,,,,,,,,,,,,,,,131,0.5,D
13152,5,The author created many different moods in this memoir. An obvious one is Love. As a child @CAPS1 really appreciated that her parent gat anew home and moved to @LOCATION1 to raise their child. @CAPS1 loved her cuban background and environ ment that @CAPS1 grew up in.,1,2,,2,,,,,,,,,,,,,,,,,,,,,,47,0.5,D
13154,5,"The mood that the author had setted in the memoir it went from a calm then to an emotional mood telling about how hard his childhood was and how his family was struggleing with there jobs, and the have their financial problems.",1,1,,1,,,,,,,,,,,,,,,,,,,,,,42,0.25,F
13157,5,The mood shows that Narciso loves his family very much.,1,1,,1,,,,,,,,,,,,,,,,,,,,,,10,0.25,F
13159,5,The mood of this story is Narciso @CAPS1 his family and his house. He Love his home becase even tho they live in @LOCATION1 it still feel like Cuban. with is family being there they will always be there for him and help him.,1,2,,2,,,,,,,,,,,,,,,,,,,,,,44,0.5,D
13161,5,"The mood created by the author in this memoir is happiness. According to the last sentence were @PERSON1 says ""I will never forget how my parents turned this simple house into a home. This means that the mood is very happy and that this mood is great. @PERSON1 has many memories of the home that are positive and he also learned from what his parents taugh him. This mood in this memoir is a very positive and happy mood because the passage is about good memories and bonds between friends and family. Such as, when they first moved from cuba to the unided states to start their lifes new.",2,2,,2,,,,,,,,,,,,,,,,,,,,,,109,0.5,D
13162,5,the mood is that the author is very good.,0,1,,1,,,,,,,,,,,,,,,,,,,,,,9,0.25,F
13164,5,"The mood in ""Home: The Blueprints of Our Lives"", by Narciso Rodriguez, is warming and caring. From this memoir you can tell there was a lot of love, understanding, patience, and gratitude in this family. He was greatly affected by his parents selflessness and I'm sure he will be as loving and wonderful to his own family because of what they taught him.",1,1,,1,,,,,,,,,,,,,,,,,,,,,,64,0.25,F
